nama;noreg
XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1130
XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1104
SFP GPON 2.5G 1.25G 30KM;B2WN0150068MA0075
QSFP to SFP10G adapter;B2WN00A0041MA0060
QSFP to SFP10G adapter;B2WN00A0041MA0006
SFP GPON 2.5G 1.25G 30KM;B2WN0150068MA0088
QSFP to SFP10G adapter;B2WN00A0041MA0010
GPON OLT SFP module (Industrial), class C+ standard, GSFP transceiver module;B2WN00A0001MA0384
QSFP to SFP10G adapter;B2WN00A0041MA0044
QSFP to SFP10G adapter;B2WN00A0041MA0074
QSFP to SFP10G adapter;B2WN00A0041MA0015
XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHS:    XGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 ;B2WN00A0289MA0699
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0094B
SFP GPON 2.5G 1.25G 30KM;B2WN0150068MA0096
XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA0950
SFP GPON 2.5G 1.25G 30KM;B2WN0150068MA0018
XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1222
QSFP to SFP10G adapter;B2WN00A0041MA0069
XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA0884
SFP ATOP 10G-SINGLESTRAIN 40KM TX 1330NM RX 1270NM;B2WN0286428MA0074
XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1253
QSFP to SFP10G adapter;B2WN00A0041MA0080
QSFP to SFP10G adapter;B2WN00A0041MA0041
XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1223
GPON optical module, OLT side, 60 km, quasi-industrial, DDM, RoHS Tx wavelength 1490 nm, uplink rate 1.25 Gbit/s, downlink rate ;B2WN0286635MA0279
SFP+ 10G-SINGLESTRAIN 40KM TX 1270NM RX 1330NM (Brand : Atop);B2WN0286427MA0176
XFP/11G/DCTV/SWLC;B2WN01VS0304A0222
QSFP to SFP10G adapter;B2WN00A0041MA0021
SFP+ ATOP/10G/DFB/1310/DUAL FIBER LC/DDM/10KM/C;B2WN0201011GA0060
SFP+ 10G 1310nm 20 KM-Project Lambda;B2WN0150260MA0003B
Small Form Factor Pluggable 10 Gigabit Ethernet (SFP+) LR Optics;B2WN0286458MA0009
Customized  Compatible 10GBASE-ER SFP+ 1550nm 40km DDM LC SMF Transceiver Module Industrial Temperature;B2WN00A0104MA0015
SFP+ ATOP 10G ER 40KM;B2WN0286274MA0009
SFP+ ATOP 10G SR 850nm;B2WN0150203MA0788
SFP+ 10G RAISECOM 40KM;B2WN0150017MA0226
SFP GE ELECTRICAL RJ45 1G (Brand : ATOP);B2WN00A0357MA0309
Small Form Factor Pluggable 10 Gigabit Ethernet (SFP+) LR Optics;B2WN0286458MA0005
SFP+ ATOP 10G ER 40KM;B2WN0286274MA0014
10G Base-LR SFP+ optic (LC) for up to 10km over SMF;B2WN0286139MA0018
"SFP +10G RAISECOM 850nm;";B2WN0150047MA0078
SFP+ ATOP 10G ER 40KM;B2WN0286274MA0017
1GE SFP SX TRANSCEIVER MODULE FOR ALL SYSTEMS WITH SFP AND SFP/SFP+ SLOTS;B2WN0286612MA0016B
Customized 1000BASE-T SFP Copper RJ-45 100m Transceiver Module (FS P/N: SFP-GB-GE-T);B2WN0286631MA0576
RAISECOM SFP GE ELECTRICAL RJ45 1,25 GBPS 0,1 KM;B2WN0150041MA0915
1000BASE-SX SFP (DOM);B2WN0231016I00014
Customized  Compatible 10GBASE-ER SFP+ 1550nm 40km DDM LC SMF Transceiver Module Industrial Temperature;B2WN00A0104MA0019
Customized 1000BASE-T SFP Copper RJ-45 100m Transceiver Module (FS P/N: SFP-GB-GE-T);B2WN0286631MA0226
SFP+ 10GE pluggable transceiver, SMF, 1310nm for 10KM transmission;B2WN0286329MA0004
SFP GE ELECTRICAL RJ45 1G (Brand : ATOP);B2WN00A0357MA0310
Customized  Compatible 10GBASE-ER SFP+ 1550nm 40km DDM LC SMF Transceiver Module Industrial Temperature;B2WN00A0104MA0013
SFP GE ELECTRICAL RJ45 1G (Brand : ATOP);B2WN00A0357MA0340
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0820B
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0598B
Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0787B
XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0589
Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0818B
XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0822
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0459B
XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0788
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0823B
XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0667
XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0790
Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0616B
Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0669B
XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0802
Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0789B
XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0830
XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0821
XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0616
Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0471B
XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0108
Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0820B
ISCOM6108-XGS: XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical;B2WN0150268MA0475
ISCOM6108-XGS: XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical;B2WN0150268MA0476
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0664B
XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0729
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0594B
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0795B
Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0592B
Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0728B
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0735B
Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0800B
PSU/POE WIBAS;B2WS02VU010500456
PoE Cambium Force 200;B2WS0391048MA0290
AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00833
DC-POE 48VDC 100BASE-T/GBE RADWIN;B2WS0391020E00205
PoE Cambium Force 200;B2WS0391048MA0624
RADIO LIGOWAVE DLB 5-20;B2WS03W3010200731
AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H01819
AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00555
POE UBIQUITY UAP-nanoHD;B2WS0200143MA0136
"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";B2WS029G010403766
PoE Cambium Force 300L;B2WS0391205MA0269
WIBAS CONNECT POE INJECTOR;B2WS02VU010G00281
PoE Cambium Force 200;B2WS0391048MA0767
PoE Cambium ePMP 2000, 5 Ghz;B2WS0391047MA0106
PoE Cambium Force 200;B2WS0391048MA0110
POE AC LIGOWAVE DLBMACH-5 ( PN - );B2WS03W3010700012
PSU/POE HIMAX 331-SS V2;B2WS02A2010400079
PoE Cambium Force 200;B2WS0391048MA0289
"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";B2WS029G010401886
WIBAS CONNECT POE INJECTOR;B2WS02VU010G00531
PoE Cambium Force 200;B2WS0391048MA0321
PoE Cambium Force 200;B2WS0391048MA0626
PoE Cambium ePMP 2000, 5 Ghz;B2WS0391047MA0086
PoE Cambium Force 200;B2WS0391048MA0317
DC-POE 48VDC 100BASE-T/GBE RADWIN;B2WS0391020E00203
PoE Cambium Force 300L;B2WS0391205MA0266
"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";B2WS029G010400787
PoE Cambium Force 200;B2WS0391048MA0678
Meraki MR 802.3at PoE Injector (EU Plug);B2WS0200135MA0049
PoE Cambium Force 200;B2WS0391048MA0324
POE UBIQUITY UAP-NANOHD;B2WS0200143MA0156B
POE AC LIGOWAVE DLBMACH-5 ( PN - );B2WS03W3010700005
PoE Cambium Force 200;B2WS0391048MA0917
PSU/POE HIMAX 331-SS V2;B2WS02A2010400795
AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00939
Meraki MR 802.3at PoE Injector (EU Plug);B2WS0200135MA0045
AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H01148
"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";B2WS029G010402076
LIGOWAVE DLBMACH-5;B2WS03W3010600022
PoE Cambium Force 200;B2WS0391048MA0654
PoE Cambium Force 200;B2WS0391048MA0616
PSU/POE WIBAS;B2WS02VU010500181
WIBAS CONNECT POE INJECTOR;B2WS02VU010G00491
"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";B2WS029G010402749
"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";B2WS029G010404461
"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";B2WS029G010404425
PoE Cambium Force 200;B2WS0391048MA0908
PoE Cambium Force 300L;B2WS0391205MA0013
PoE Cambium Force 200;B2WS0391048MA0914
AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00580
PSU/POE WIBAS;B2WS02VU010500156
AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H01445
AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H02232
PoE Cambium ePMP 2000, 5 Ghz;B2WS0391047MA0098
Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0047B
AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H01885
AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00170
Meraki MR 802.3at PoE Injector (EU Plug);B2WS0200135MA0042
DC-POE 48VDC 100BASE-T/GBE RADWIN;B2WS0391020E00150
PSU FOR EVOLUTION X1 SATELITE ROUTER;B2WS02A7020400394
AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00999
POE AC LIGOWAVE DLB 5-20;B2WS0391039MA0072
Meraki MR 802.3at PoE Injector (EU Plug);B2WS0200135MA0031
Meraki MR 802.3at PoE Injector (EU Plug);B2WS0200135MA0030
PoE Cambium ePMP 2000, 5 Ghz;B2WS0391047MA0087
PoE Cambium Force 300L;B2WS0391205MA0410
PSU Adaptor FortiWeb 100E;B2WN00A0146MA0007B
PoE Cambium ePMP 2000, 5 Ghz;B2WS0391047MA0214
AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00214
AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H01020
DC-POE 48VDC 100BASE-T/GBE RADWIN;B2WS0391020E00174
AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00873
AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00525
AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H02206
PSU/POE WIBAS;B2WS02VU010500309
PoE Cambium Force 300L;B2WS0391205MA0472
AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00443
PSU/POE HIMAX 331-SS V2;B2WS02A2010400753
AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00271
PoE Cambium Force 200;B2WS0391048MA0323
WIBAS CONNECT POE INJECTOR;B2WS02VU010G01073
PoE Cambium Force 200;B2WS0391048MA0292
AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00254
PoE Cambium Force 200;B2WS0391048MA0652
AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00090
PSU/POE WIBAS;B2WS02VU010500426
PoE Injector Ubiquiti U-PoE-AT-eu ( 48.0V 0.65A. 31.2W );B2WS0200167MA0260
Sundray PoE injector 30W  802.3at gigabit;B2WS0200100MA0355
PSU/POE HIMAX 331-SS V2;B2WS02A2010400940
AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00017
PSU/POE HIMAX 331-SS V2;B2WS02A2010400805
Power Adapter Unit for ONT Gpon, 12VDC, 1A - 2A;B2WN0286415MA0065
"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";B2WS029G010404353
PSU/POE WIBAS;B2WS02VU010500382
DC-POE 48VDC 100BASE-T/GBE RADWIN;B2WS0391020E00187
AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00940
HPE Aruba Networking AP-POE-ATSR 1-Port Smart Rate 802.3at 30W Midspan Injector;B2WS05A0074MA0061
PoE Injector Ubiquiti U-PoE-AT-eu ( 48.0V 0.65A. 31.2W );B2WS0200167MA0217
DRO LNB C-BAND FOR IDIRECT REMOTE ( PN - 8220 );B2WS03VI010302853
2W C-BAND BUC FOR IDIRECT REMOTE ( PN - NJT5667F );B2WS03VI010204158
RF,ODU,TIGRIS,EXT-C 2W;B2WS030O010502406
Power Adapter NCA-1515B 12V=5A;B2WN0286829MA0031
2W C-BAND BUC FOR IDIRECT REMOTE ( PN - NJT5667F );B2WS03VI010200773
Optical Amplifier, Double Stage 20 dBm maximum output power, variable low gain controlled (C-Band), dual monitoring ports;B2WN01VS0203A0224
DRO LNB C-BAND FOR IDIRECT REMOTE ( PN - 8220 );B2WS03VI010300341
TA5000 SM2 GE, 2 SFP BASED GE PORTS;B2WN0286010D00001
Power Supply Module (1000W) DC for SH9HU;B2WN0150117MA0164
2W C-BAND BUC FOR IDIRECT REMOTE ( PN - NJT5667F );B2WS03VI010201894
TA5004 POWER/ALM MODULE;B2WN02VG040C00044
DRO LNB C-BAND FOR IDIRECT REMOTE ( PN - 8220 );B2WS03VI010304061
Power Supply Module (1000W) DC for SH9HU;B2WN0150117MA0151
FULL C-BAND 2W BUC (NJT8102WF);B2WS0200037MA0303
Power Supply Module (1000W) DC for SH9HU;B2WN0150117MA0155
DRO LNB C-BAND FOR IDIRECT REMOTE ( PN - 8220 );B2WS03VI010306495
RFU-EXCB- TIG-2WL-F-C-BAND;B2WS030O010701438
Tabletop,  with fan NCA-1515B-4C-8D-64S;B2WN0286830MA0105
Optical Amplifier, Double Stage 20 dBm maximum output power, variable low gain controlled (C-Band), dual monitoring ports;B2WN01VS0203A0226
Power Supply Module (1000W) DC for SH9HU;B2WN0150117MA0166
RADIO HYTERA MD788G BUILT IN GPS;B4PK0700021FA0001
RADIO HYTERA MD788G BUILT IN GPS;B4PK0700021FA0004
3W KU-BAND BUC FOR IDIRECT REMOTE;B2WS03VI0105A0626
RADIO HYTERA MD788G BUILT IN GPS;B4PK0700021FB0026
PS16001 POWER SUPPLY OF BASE STATION CABINET (ROHS) (ONLYFOR MD788);B4PK0700020W00013
WIBAS CONNECT POE INJECTOR;B2WS02VU010G00048
HT XiR 6620i non TIA;B2WS0391055MA0018
LNB KU-BAND PLL NJR2842A3;B2WS0200035MA0833
3W KU-BAND BUC FOR IDIRECT REMOTE;B2WS03VI0105A0621
SWR DIAMOND SX400;B4PK0700020OA0003
POWER SUPPLY HYTERA PS22002;B4PK0700020R00072
HT XiR 6620i non TIA;B2WS0391055MA0055
PS16001 POWER SUPPLY OF BASE STATION CABINET (ROHS) (ONLYFOR MD788);B4PK0700020W00011
LNB KU-BAND PLL NJR2842A3;B2WS0200035MA0746
Meraki MR36 Wi-Fi 6 Indoor AP;B2WS0200136MA0057
POWER SUPPLY HYTERA PS22002;B2WS0391023MC0004
RADIO HYTERA MD788G BUILT IN GPS;B4PK0700021FA0002
Meraki MR36 Wi-Fi 6 Indoor AP;B2WS0200136MA0001
POWER SUPPLY HYTERA PS22002;B4PK0700020R00073
TA5000 SYSTEM CONTROL MODULE 1188010E1;B2WN0286010G00011
TA5000 CHASSIS 19IN INTL W/SMIO3INTL;B2WN0286020500013
TA5000 SM2 GE, 2 SFP BASED GE PORTS;B2WN0286010D00018
TA50000 SCM G2 INTL;B2WN0286010R00092
TA5000 CHASSIS 19IN INTL W/SMIO3INTL;B2WN0286020500009
TA5000 SM5 2-10GE/2-1G SWTCH MOD;B2WN0286010S00074
Module rectifier APR48ES;B3CD0400030UA0119
INVERTER 1 KVA INTARI TYPE (+/- 48 VDC TO 220 VAC) ( PN - );B3CD0700010300270
POWER MODULE DPR3000B-48;B3CD0400049MA0061B
Rectifier 9KW Delta ESGC 100-HAA0102 - max 1RU, depth 600mm, there is port SNMP for monitoring, 1RU minimal 3600 Watts, 1RU mini;B3CD0400048MA0028
Module rectifier APR48ES;B3CD0400030UA0137
Module rectifier APR48ES;B3CD0400030UA0129
Module rectifier APR48ES;B3CD0400030UA0130
B3CD0400045M-Eaton rectifier 3G Access Power System APS3 series;B3CD0400045MA0040
Module rectifier APR48ES;B3CD0400030UA0136
Module rectifier APR48ES;B3CD0400030UA0134
RECTIFIER 220 VAC TO -48 VDC, 4A ( PN - );B3CD0400030100750
RECTIFIER 220 VAC TO -48 VDC, 4A ( PN - );B3CD0400030100778
RECTIFIER 220 VAC TO -48 VDC, 4A ( PN - );B3CD0400030101386
POWER MODULE DPR3000B-48;B3CD0400049MA0064B
SFP+10G 1310NM 10KM DDM;B2WN0286281MA0184
MODUL RECTIFIER APR48-ES;B3CD0400030U00178
SFP+10G 1310NM 10KM DDM;B2WN0286281MA0110
SFP+10G 1310NM 10KM DDM;B2WN0286281MA0107
AC RECTIFIER ( PN - ) ( PN - );B2WN020D020200114
1U X 19 SUBRACK FOR 2 X RECTIFIERS C/W SC200+IOBGP;B3CD0400030H00060
SFP+10G 1310NM 10KM DDM;B2WN0286281MA0143
ODU ALFOPLUS 11/460/530 SB-2H ( HIGH );B2WS0373010IA0041
SFP+10G 1310NM 10KM DDM;B2WN0286281MA0085
SFP+10G 1310NM 10KM DDM;B2WN0286281MA0045
MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100438
MODUL RECTIFIER APR48-ES;B3CD0400030U00135
SFP+10G 1310NM 10KM DDM;B2WN0286281MA0102
MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100431
SFP+10G 1310NM 10KM DDM;B2WN0286281MA0061
MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100396
WIBAS CONNECT PANEL ANTENNA 10.5 GHZ;B2WS02VU010F00293
PANEL ANTENNA 10.5GHZ WIBAS TERMINAL STATION;B2WS02VU010400238
PANEL ANTENNA 10.5GHZ WIBAS TERMINAL STATION;B2WS02VU010400306
REMOTE HX50-IDU- C-BAND HUGHES;B2WS020O011605937
DC PDU/DCDU;B3CD08A0003MA0001I
MPLIK-REMOTE HX50-IDU- C-BAND HUGHES ( PN - ) ( PN - ) ( PN - );B2MPLKVD020200480
REMOTE HX50-IDU- C-BAND HUGHES;B2WS020O011602001
MPLIK-REMOTE HX50-IDU- C-BAND HUGHES ( PN - ) ( PN - ) ( PN - );B2MPLKVD020200555
DC PDU/DCDU;B3CD08A0003MA0130
POWER SUPPLY STARLINK V4;B2WS00A0013MA0934B
Flat High Performance;B2WS0138158MA0472
Power Supply STARLINK;B2WS0138153MA0582B
ROUTER STARLINK V4;B2WS0138162MA0830B
POWER SUPPLY STARLINK V4;B2WS00A0013MA0932B
Fan Module for SH9HU;B2WN0150115MA0335
ODU-SP 13 GHZ LOW NERA ( PN - );B2WS033A010300675
Common Equipment Module for SH9HU;B2WN0150116MA0106
FULL OUTDOOR WIBAS BASE STATION HUB,10.5GHZ FDD, 2XGBE ( PN - );B2WS02VU020300052
Fan Module for SH9HU;B2WN0150115MA0336
Fan Module for SH9HU;B2WN0150115MA0334
PANEL ANTENNA 10.5GHZ WIBAS TERMINAL STATION;B2WS02VU010400166
9HU Shelf;B2WN0150125MA0109
ODC ELECTRICAL MAIN PANEL;B3CD1313011200112
ODC ELECTRICAL MAIN PANEL;B3CD1313011200125
ODC ELECTRICAL MAIN PANEL;B3CD1313011200108
ODC ELECTRICAL MAIN PANEL;B3CD1313011200103
ODC ELECTRICAL MAIN PANEL;B3CD1313011200034
ODC ELECTRICAL MAIN PANEL;B3CD1313011200044
ODC ELECTRICAL MAIN PANEL;B3CD1313011200106
EATON MATRIX 2000 STAND ALONE INVERTER ( PN - INV-4820ESA );B3CD0700010800145
RECTIFIER SYSTEM HAMMER SIMMONS;B3CD048J010100104
RAISECOM SFP 1.25G ( STM 4 ) DDMI TX/RX 1310 NM 15KM;B2WN0150043MA0278
Small Form Factor Pluggable 10 Gigabit Ethernet (SFP+) SR Optics;B2WN0286459MA0001
EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020303387
REMOTE HX50-IDU- C-BAND HUGHES;B2WS020O011601806
EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020301028
EVOLUTION X3 SATELLITE ROUTER ( PN - );B2WS02A7020101190
EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020302521
EVOLUTION X3 SATELLITE ROUTER ( PN - );B2WS02A7020101631
REMOTE HX50-IDU- C-BAND HUGHES;B2WS020O011605852
MODEM HT 1300 ( PN - 1504298-0018 ) ( PN - 1504298-0018 );B2WS020O011F00687
MODEM HT 1300 ( PN - 1504298-0018 ) ( PN - 1504298-0018 );B2WS020O011F00706
EVOLUTION X3 SATELLITE ROUTER ( PN - );B2WS02A7020101919
EVOLUTION X3 SATELLITE ROUTER ( PN - );B2WS02A7020100211
EVOLUTION X3 SATELLITE ROUTER ( PN - );B2WS02A7020100588
EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020302376
REMOTE HN7700S-IDU- C-BAND HUGHES;B2WS020O011400466
REMOTE HX50-IDU- C-BAND HUGHES;B2WS020O011604537
EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020304485
MODEM HT 1300 ( PN - 1504298-0018 ) ( PN - 1504298-0018 );B2WS020O011F00014
EVOLUTION X3 SATELLITE ROUTER ( PN - );B2WS02A7020102193
EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020303938
EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020304549
EVOLUTION X3 SATELLITE ROUTER ( PN - );B2WS02A7020100627
MODEM HT 1300 ( PN - 1504298-0018 ) ( PN - 1504298-0018 );B2WS020O011F00944
MODEM HT 1300 ( PN - 1504298-0018 ) ( PN - 1504298-0018 );B2WS020O011F00238
Cambium Sector Antenna, ePMP-3000L, 90/120 deg;B2WS0391202MA0017
Outdoor GPON OLT;B2WN0286205MA0133
Cambium Sector Antenna, ePMP-3000L, 90/120 deg;B2WS0391202MA0004
NetEngine 8000 M4 (4x100G + 16x10G) DC Power_Banten Lampung V800R023_Site1;B2WN0287159MA0067
NetEngine 8000E M1D Basic Configuration, DC Power (Including M1D chassis, fixed interfaces (4*40GE/50GE+4*10GE/GE+20*GE), 2*DC p;B2WN00A0353MA0061
2-Port 100GBase/50GBase-QSFP28 FlexE MACsec Physical Interface Card(PIC);B2WN00A0155MA0060
Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;B2WS0391052MA0675
PoE Cambium Force 200;B2WS0391048MA0676
Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;B2WS0391052MA0677
PoE Cambium ePMP 3000L, 5 GHz;B2WS0391199MA0036
Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;B2WS0391052MA0323
PoE Cambium ePMP 3000L, 5 GHz;B2WS0391199MA0040
PoE Cambium Force 200;B2WS0391048MA0798
POE AC LIGOWAVE DLB 5-20;B2WS0391039MA0044
Cambium Force-300L, 5 GHz, High Gain 25 dBi antenna, up to 400+Mbps throughput;B2WS0391204MA0296
Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;B2WS0391052MA0676
POE UAP -AC-M-PRO;B2WN0286126MA1476
Cambium Force-300L, 5 GHz, High Gain 25 dBi antenna, up to 400+Mbps throughput;B2WS0391204MA0212
Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;B2WS0391052MA0798
Cambium Force-300L, 5 GHz, High Gain 25 dBi antenna, up to 400+Mbps throughput;B2WS0391204MA0297
Cambium AP ePMP 3000L, 5 GHz;B2WS0391198MA0001
UNIFI UAP-AC-M-PRO;B2WN0286125MA1476
Cambium Force-300L, 5 GHz, High Gain 25 dBi antenna, up to 400+Mbps throughput;B2WS0391204MA0433
Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;B2WS0391052MA0045
Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;B2WS0391052MA0652
Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;B2WS0391052MA0615
Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;B2WS0391052MA0623
POE AC LIGOWAVE DLB 5-20;B2WS0391039MA0053
Cambium AP ePMP 3000L, 5 GHz;B2WS0391198MA0005
Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;B2WS0391052MA0624
Cambium Force-300L, 5 GHz, High Gain 25 dBi antenna, up to 400+Mbps throughput;B2WS0391204MA0435
Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;B2WS0391052MA0290
RADIO LIGOWAVE DLB 5-20;B2WS03W30102A0053
